HDR 0001083308SimVentions Comp File         2019071220190712155401
COMP0001083308541992646   2331753772019062720190101201906160000061316280000061316280000061316281197
COMP0001083308541992646   2338857882019062720190101201906160000031057860000031057860000031057860516
COMP0001083308541992646   2352110712019062720190101201906160000053205340000053880300000053205341040
COMP0001083308541992646   2353557822019062720190101201906160000038414360000039764410000038414361040
COMP0001083308541992646   2362700192019062720190101201906160000057243980000057243980000057243981040
COMP0001083308541992646   2388174002019062720190101201906160000029511260000030186220000029511261052
COMP0001083308541992646   2423398722019062720190101201906160000008220910000008220910000008220910249
COMP0001083308541992646   2474766872019062720190101201906160000047676140000047676140000047676141040
COMP0001083308541992646   2485589282019062720190101201906160000065980890000065980890000065980891109
COMP0001083308541992646   2487527232019062720190101201906160000103605240000104280200000103605241804
COMP0001083308541992646   2487981022019062720190101201906160000060818890000061493850000060818891073
COMP0001083308541992646   2488782092019062720190101201906160000031518340000032868390000031518341040
COMP0001083308541992646   2503949232019062720190101201906160000070087330000070087330000070087331163
COMP0001083308541992646   2514130632019062720190101201906160000059206760000059206760000059206761049
COMP0001083308541992646   2517963822019062720190101201906160000028162650000028526090000028162650615
COMP0001083308541992646   2548984842019062720190101201906160000032414090000033089050000032414091041
COMP0001083308541992646   2571779842019062720190101201906160000025822350000025822350000025822350416
COMP0001083308541992646   2616362232019062720190101201906160000024448580000024448580000024448580560
COMP0001083308541992646   2623738342019062720190101201906160000054893560000054893560000054893561040
COMP0001083308541992646   2653780662019062720190101201906160000074350870000075700920000074350871040
COMP0001083308541992646   2662951632019062720190101201906160000031445960000032796010000031445961040
COMP0001083308541992646   2678964352019062720190101201906160000030860980000030860980000030860980848
COMP0001083308541992646   2745636352019062720190101201906160000011429440000011429440000011429440159
COMP0001083308541992646   2807610362019062720190101201906160000054249150000055599200000054249151040
COMP0001083308541992646   2856211872019062720190101201906160000055021330000055021330000055021331040
COMP0001083308541992646   2897480742019062720190101201906160000039432510000039432510000039432511040
COMP0001083308541992646   2926604842019062720190101201906160000021570480000021570480000021570480480
COMP0001083308541992646   2966852032019062720190101201906160000078017030000078017030000078017031118
COMP0001083308541992646   2995419112019062720190101201906160000063661350000065011400000063661351301
COMP0001083308541992646   3060852832019062720190101201906160000080094170000081444220000080094171188
COMP0001083308541992646   3065089732019062720190101201906160000006574950000006574950000006574950087
COMP0001083308541992646   3115827402019062720190101201906160000047588000000047588000000047588000940
COMP0001083308541992646   3158676732019062720190101201906160000087322830000088672880000087322831122
COMP0001083308541992646   3256035122019062720190101201906160000051046290000051046290000051046291084
COMP0001083308541992646   3446270112019062720190101201906160000048661100000049803450000048661100840
COMP0001083308541992646   3526237482019062720190101201906160000067052140000067052140000067052141040
COMP0001083308541992646   3800428272019062720190101201906160000040987570000040987570000040987571040
COMP0001083308541992646   3838271232019062720190101201906160000154020710000155370760000154020711040
COMP0001083308541992646   3919430302019062720190101201906160000036307100000037657150000036307100787
COMP0001083308541992646   4029420052019062720190101201906160000103940670000105290720000103940671226
COMP0001083308541992646   4030263662019062720190101201906160000015275000000015275000000015275000574
COMP0001083308541992646   4075809282019062720190101201906160000080087660000081437710000080087661098
COMP0001083308541992646   4130678882019062720190101201906160000060953200000060953200000060953201043
COMP0001083308541992646   4241942152019062720190101201906160000051528530000052670880000051528530785
COMP0001083308541992646   4320424192019062720190101201906160000150700270000152050320000150700271080
COMP0001083308541992646   4488865652019062720190101201906160000038963800000040313850000038963801040
COMP0001083308541992646   4503936932019062720190101201906160000089535360000089535360000089535361060
COMP0001083308541992646   4508915072019062720190101201906160000046869640000046869640000046869641040
COMP0001083308541992646   4601116022019062720190101201906160000047638050000048988100000047638051040
COMP0001083308541992646   4737287202019062720190101201906160000093719570000093719570000093719571040
COMP0001083308541992646   4749673862019062720190101201906160000086226260000086226260000086226261040
COMP0001083308541992646   4811306092019062720190101201906160000025059580000025059580000025059580840
COMP0001083308541992646   4949417902019062720190101201906160000035240190000035915150000035240191040
COMP0001083308541992646   4959086142019062720190101201906160000055115480000055790440000055115481040
COMP0001083308541992646   4959872522019062720190101201906160000050744990000052095040000050744991049
COMP0001083308541992646   5022351652019062720190101201906160000003145100000003248940000003145100112
COMP0001083308541992646   5149042592019062720190101201906160000021714410000021714410000021714410360
COMP0001083308541992646   5174803152019062720190101201906160000001323000000001323000000001323000014
COMP0001083308541992646   5202116272019062720190101201906160000043374130000044724180000043374131047
COMP0001083308541992646   5228872202019062720190101201906160000003846150000003846150000003846150080
COMP0001083308541992646   5252593092019062720190101201906160000000324500000000324500000000324500005
COMP0001083308541992646   5275946252019062720190101201906160000099063290000099063290000099063291053
COMP0001083308541992646   5309820942019062720190101201906160000045252100000046602150000045252101040
COMP0001083308541992646   5329646942019062720190101201906160000006966720000007174420000006966720176
COMP0001083308541992646   5362138332019062720190101201906160000001346150000001346150000001346150040
COMP0001083308541992646   5389850782019062720190101201906160000012891500000012891500000012891500280
COMP0001083308541992646   5410672652019062720190101201906160000050875810000050875810000050875810686
COMP0001083308541992646   5430879092019062720190101201906160000068813060000068813060000068813061024
COMP0001083308541992646   5483129322019062720190101201906160000047585890000048935940000047585891040
COMP0001083308541992646   5514595092019062720190101201906160000039196550000040546600000039196551040
COMP0001083308541992646   5527741062019062720190101201906160000045559590000046909640000045559591040
COMP0001083308541992646   5609768992019062720190101201906160000024812590000026162640000024812591040
COMP0001083308541992646   5618354862019062720190101201906160000049346570000050696620000049346571040
COMP0001083308541992646   5629260402019062720190101201906160000000576960000000576960000000576960008
COMP0001083308541992646   5639659362019062720190101201906160000063829010000064503970000063829011040
COMP0001083308541992646   5757333442019062720190101201906160000035303950000035978910000035303951052
COMP0001083308541992646   5771945772019062720190101201906160000037139210000037814170000037139211040
COMP0001083308541992646   5852729122019062720190101201906160000061662580000061662580000061662581107
COMP0001083308541992646   5862192452019062720190101201906160000032625580000033300540000032625581040
COMP0001083308541992646   5894364352019062720190101201906160000012524230000012524230000012524230627
COMP0001083308541992646   5909616702019062720190101201906160000034912880000035380160000034912880760
COMP0001083308541992646   6002330072019062720190101201906160000065157670000066507720000065157671110
COMP0001083308541992646   6005481702019062720190101201906160000021244500000022594550000021244501040
COMP0001083308541992646   6133892172019062720190101201906160000034140260000035490310000034140261042
COMP0001083308541992646   6160626002019062720190101201906160000003024000000003024000000003024000168
COMP0001083308541992646   6202053802019062720190101201906160000048373750000049048710000048373751040
COMP0001083308541992646   6226815142019062720190101201906160000045890190000045890190000045890191063
COMP0001083308541992646   6260536582019062720190101201906160000046517220000046517220000046517221109
COMP0001083308541992646   6396020802019062720190101201906160000003456000000003456000000003456000192
COMP0001083308541992646   6940546292019062720190101201906160000023567920000023879440000023567920874
CPTR0001083308000000000295000000000295001318862742001339538928001318862742000000262442
